user_id:token,timestamp,popularity_label,item_popularity,interaction_count,activity_label
1,0.5477004647254944,1,1,4,0
1,0.7202584743499756,1,1,4,0
1,0.9076396822929382,1,1,4,0
1,0.9832763075828552,1,1,4,0
10,0.7727100253105164,0,0,4,0
10,0.82136070728302,0,1,4,0
10,0.9239832758903503,0,0,4,0
10,0.9524895548820496,0,1,4,0
100,0.624857485294342,0,0,7,0
100,0.7951349020004272,0,1,7,0
100,0.8468263149261475,0,0,7,0
100,0.8703914880752563,0,1,7,0
100,0.9270239472389221,0,1,7,0
100,0.9342455267906189,0,1,7,0
100,0.9840365052223206,0,1,7,0
1000,0.0973014086484909,0,1,152,1
1000,0.30102622509002686,0,1,152,1
1000,0.31470924615859985,0,1,152,1
1000,0.4306347370147705,0,1,152,1
1000,0.4317750036716461,0,0,152,1
1000,0.4317750036716461,0,1,152,1
1000,0.4336754083633423,0,1,152,1
1000,0.4427974224090576,0,1,152,1
1000,0.4431774914264679,0,1,152,1
1000,0.4541999101638794,0,0,152,1
1000,0.4591410160064697,0,1,152,1
1000,0.4648422598838806,0,0,152,1
1000,0.47130370140075684,0,0,152,1
1000,0.5020904541015625,0,1,152,1
1000,0.5074116587638855,0,0,152,1
1000,0.508171796798706,0,-1,152,1
1000,0.5100722312927246,0,1,152,1
1000,0.5108323693275452,0,1,152,1
1000,0.5112124681472778,0,1,152,1
1000,0.543899655342102,0,1,152,1
1000,0.5693652629852295,0,1,152,1
1000,0.5773470401763916,0,0,152,1
1000,0.5826681852340698,0,0,152,1
1000,0.5826681852340698,0,1,152,1
1000,0.5925503373146057,0,1,152,1
1000,0.6009122133255005,0,0,152,1
1000,0.602812647819519,0,1,152,1
1000,0.6092740297317505,0,0,152,1
1000,0.6104142665863037,0,1,152,1
1000,0.6202964782714844,0,1,152,1
1000,0.6335994005203247,0,1,152,1
1000,0.6343595385551453,0,1,152,1
1000,0.637400209903717,0,1,152,1
1000,0.6381604075431824,0,1,152,1
1000,0.65108323097229,0,1,152,1
1000,0.6537438035011292,0,0,152,1
1000,0.660585343837738,0,1,152,1
1000,0.6640060544013977,0,1,152,1
1000,0.6651463508605957,0,1,152,1
1000,0.6708475947380066,0,1,152,1
1000,0.6712276935577393,0,1,152,1
1000,0.6723679304122925,0,1,152,1
1000,0.6757887005805969,0,1,152,1
1000,0.678449273109436,0,1,152,1
1000,0.682630181312561,0,0,152,1
1000,0.6845306158065796,0,1,152,1
1000,0.6966933012008667,0,1,152,1
1000,0.6982135772705078,0,1,152,1
1000,0.7035347819328308,0,1,152,1
1000,0.7080957889556885,0,1,152,1
1000,0.7115165591239929,0,1,152,1
1000,0.7118965983390808,0,1,152,1
1000,0.7415431141853333,0,1,152,1
1000,0.7438236474990845,0,1,152,1
1000,0.7453439831733704,0,1,152,1
1000,0.758266806602478,0,1,152,1
1000,0.7799316048622131,0,1,152,1
1000,0.7863929867744446,0,1,152,1
1000,0.7867730855941772,0,0,152,1
1000,0.7871531844139099,0,0,152,1
1000,0.7955150008201599,0,1,152,1
1000,0.8065374493598938,0,1,152,1
1000,0.8080577850341797,0,1,152,1
1000,0.8084378838539124,0,0,152,1
1000,0.8107183575630188,0,1,152,1
1000,0.8263018131256104,0,1,152,1
1000,0.8365640640258789,0,1,152,1
1000,0.8437856435775757,0,1,152,1
1000,0.8437856435775757,0,0,152,1
1000,0.8449258804321289,0,1,152,1
1000,0.8456860780715942,0,1,152,1
1000,0.8460661172866821,0,1,152,1
