item_id:token,interaction_count,pop_score,popularity_label
261,7486,0.028514945015598276,1
116,4577,0.01743426440507525,1
60,3225,0.01228435715673316,1
49,2848,0.01084832532786854,1
382,2757,0.010501696955383976,1
134,2359,0.008985673963638302,1
645,2185,0.008322890042623862,1
227,2154,0.008204807849799451,0
86,2110,0.008037207318048674,0
38,2088,0.007953407052173284,0
333,2050,0.007808661138388521,0
268,2001,0.007622015091666064,0
442,1981,0.007545833031779347,0
273,1925,0.007332523264096538,0
61,1759,0.006700212167036784,0
168,1618,0.006163128644835428,0
282,1429,0.00544320817890595,0
165,1354,0.005157525454330759,0
258,1290,0.0049137428626932645,0
142,1271,0.004841369905800883,0
590,1180,0.004494741533316319,0
1278,1165,0.004437604988401281,0
179,1131,0.004308095486593862,0
390,1062,0.004045267379984688,0
393,961,0.0036605479775567652,0
436,944,0.0035957932266530556,0
808,907,0.0034548564158626287,0
455,860,0.0032758285751288427,0
773,854,0.003252973957162828,0
42,841,0.0032034556182364616,0
467,814,0.0031006098373893933,0
466,812,0.0030929916314007214,0
66,807,0.0030739461164290423,0
111,770,0.002933009305638615,0
328,769,0.0029292002026442793,0
885,757,0.0028834909667122487,0
211,753,0.0028682545547349053,0
1863,748,0.0028492090397632262,0
405,742,0.002826354421797211,0
64,724,0.0027577905678991656,0
1009,708,0.0026968449199897917,0
414,705,0.002685417611006784,0
969,703,0.002677799405018112,0
357,700,0.0026663720960351045,0
634,693,0.0026397083750747535,0
1053,685,0.002609235551120067,0
928,684,0.002605426448125731,0
668,661,0.002517817079256006,0
120,660,0.00251400797626167,0
149,633,0.0024111621954146017,0
554,625,0.002380689371459915,0
541,621,0.0023654529594825716,0
1613,620,0.0023616438564882354,0
362,616,0.002346407444510892,0
2181,605,0.0023045073115731977,0
220,600,0.002285461796601518,0
14,596,0.002270225384624175,0
907,587,0.002235943457675152,0
458,575,0.002190234221743122,0
266,569,0.0021673796037771065,0
833,553,0.0021064339558677326,0
1364,553,0.0021064339558677326,0
188,549,0.0020911975438903893,0
176,549,0.0020911975438903893,0
1073,535,0.0020378701019696873,0
661,531,0.002022633689992344,0
672,531,0.002022633689992344,0
376,530,0.0020188245869980077,0
1387,528,0.0020112063810093363,0
1351,527,0.002007397278015,0
814,521,0.0019845426600489852,0
639,517,0.0019693062480716414,0
355,513,0.001954069836094298,0
40,508,0.0019350243211226188,0
1334,507,0.001931215218128283,0
680,503,0.0019159788061509394,0
1930,493,0.0018778877762075808,0
307,492,0.001874078673213245,0
361,491,0.0018702695702189091,0
237,489,0.0018626513642302374,0
557,489,0.0018626513642302374,0
717,485,0.001847414952252894,0
711,484,0.0018436058492585581,0
229,484,0.0018436058492585581,0
572,484,0.0018436058492585581,0
1270,483,0.0018397967462642222,0
871,481,0.0018321785402755505,0
817,478,0.0018207512312925429,0
407,478,0.0018207512312925429,0
2175,475,0.0018093239223095352,0
716,474,0.0018055148193151995,0
114,472,0.0017978966133265278,0
1422,464,0.0017674237893718409,0
178,462,0.0017598055833831692,0
389,461,0.0017559964803888332,0
353,456,0.001736950965417154,0
1955,456,0.001736950965417154,0
331,456,0.001736950965417154,0
1646,451,0.0017179054504454746,0
139,446,0.0016988599354737953,0
422,446,0.0016988599354737953,0
715,445,0.0016950508324794593,0
1552,442,0.001683623523496452,0
594,442,0.001683623523496452,0
1686,439,0.0016721962145134443,0
498,437,0.0016645780085247726,0
1439,428,0.0016302960815757497,0
63,424,0.0016150596695984063,0
74,424,0.0016150596695984063,0
583,420,0.0015998232576210627,0
552,419,0.001596014154626727,0
1261,419,0.001596014154626727,0
675,418,0.001592205051632391,0
1399,416,0.0015845868456437194,0
533,413,0.0015731595366607117,0
896,412,0.001569350433666376,0
707,409,0.0015579231246833684,0
757,409,0.0015579231246833684,0
301,408,0.0015541140216890324,0
477,405,0.0015426867127060248,0
1601,402,0.0015312594037230173,0
209,401,0.0015274503007286814,0
932,396,0.001508404785757002,0
486,395,0.0015045956827626661,0
737,391,0.0014893592707853228,0
875,390,0.0014855501677909868,0
170,389,0.001481741064796651,0
549,389,0.001481741064796651,0
87,384,0.0014626955498249718,0
439,384,0.0014626955498249718,0
1146,383,0.0014588864468306358,0
1150,382,0.0014550773438363,0
548,381,0.0014512682408419641,0
1316,378,0.0014398409318589565,0
659,376,0.0014322227258702848,0
94,375,0.0014284136228759489,0
674,366,0.0013941316959269262,0
1463,365,0.0013903225929325902,0
156,364,0.0013865134899382545,0
1354,363,0.0013827043869439185,0
782,361,0.0013750861809552469,0
559,360,0.001371277077960911,0
1008,358,0.0013636588719722392,0
73,357,0.0013598497689779035,0
369,356,0.0013560406659835675,0
1269,355,0.0013522315629892316,0
746,354,0.0013484224599948959,0
744,353,0.00134461335700056,0
351,351,0.0013369951510118882,0
127,349,0.0013293769450232165,0
318,347,0.0013217587390345448,0
941,346,0.001317949636040209,0
2109,343,0.0013065223270572013,0
1462,330,0.001257003988130835,0
311,329,0.0012531948851364993,0
1160,326,0.0012417675761534916,0
530,325,0.0012379584731591557,0
1609,320,0.0012189129581874764,0
1001,318,0.0012112947521988047,0
683,315,0.001199867443215797,0
653,314,0.0011960583402214613,0
1054,313,0.0011922492372271254,0
695,312,0.0011884401342327896,0
11,312,0.0011884401342327896,0
1946,312,0.0011884401342327896,0
503,312,0.0011884401342327896,0
900,311,0.0011846310312384537,0
788,308,0.001173203722255446,0
456,303,0.0011541582072837667,0
1038,302,0.001150349104289431,0
161,301,0.001146540001295095,0
82,298,0.0011351126923120874,0
281,297,0.0011313035893177517,0
1308,292,0.0011122580743460724,0
880,291,0.0011084489713517364,0
1197,290,0.0011046398683574004,0
821,289,0.0011008307653630647,0
329,286,0.001089403456380057,0
970,285,0.0010855943533857211,0
890,279,0.001062739735419706,0
473,279,0.001062739735419706,0
1158,277,0.0010551215294310342,0
576,273,0.0010398851174536908,0
194,273,0.0010398851174536908,0
214,272,0.0010360760144593549,0
89,272,0.0010360760144593549,0
248,270,0.0010284578084706832,0
654,269,0.0010246487054763474,0
870,267,0.0010170304994876755,0
925,267,0.0010170304994876755,0
734,266,0.0010132213964933398,0
854,264,0.0010056031905046681,0
336,264,0.0010056031905046681,0
856,263,0.0010017940875103322,0
18,263,0.0010017940875103322,0
1548,262,0.0009979849845159962,0
911,261,0.0009941758815216605,0
272,259,0.0009865576755329888,0
1203,259,0.0009865576755329888,0
2106,258,0.0009827485725386529,0
750,258,0.0009827485725386529,0
646,256,0.0009751303665499812,0
1305,256,0.0009751303665499812,0
2035,256,0.0009751303665499812,0
303,256,0.0009751303665499812,0
1159,256,0.0009751303665499812,0
771,255,0.0009713212635556453,0
1178,253,0.0009637030575669735,0
1192,253,0.0009637030575669735,0
344,251,0.0009560848515783019,0
819,251,0.0009560848515783019,0
356,246,0.0009370393366066225,0
1542,244,0.0009294211306179507,0
1376,239,0.0009103756156462714,0
528,238,0.0009065665126519356,0
487,237,0.0009027574096575997,0
476,234,0.0008913301006745921,0
1,233,0.0008875209976802563,0
623,233,0.0008875209976802563,0
2047,230,0.0008760936886972486,0
1717,229,0.0008722845857029128,0
1534,229,0.0008722845857029128,0
236,229,0.0008722845857029128,0
1831,228,0.000868475482708577,0
587,228,0.000868475482708577,0
1652,228,0.000868475482708577,0
2100,228,0.000868475482708577,0
193,227,0.0008646663797142411,0
606,226,0.0008608572767199053,0
575,226,0.0008608572767199053,0
550,226,0.0008608572767199053,0
1120,225,0.0008570481737255693,0
2128,223,0.0008494299677368976,0
270,223,0.0008494299677368976,0
1264,223,0.0008494299677368976,0
670,222,0.0008456208647425618,0
1974,222,0.0008456208647425618,0
829,222,0.0008456208647425618,0
1064,222,0.0008456208647425618,0
235,221,0.000841811761748226,0
1959,221,0.000841811761748226,0
1750,220,0.00083800265875389,0
950,219,0.0008341935557595542,0
400,218,0.0008303844527652183,0
1667,217,0.0008265753497708825,0
1602,217,0.0008265753497708825,0
506,216,0.0008227662467765466,0
810,216,0.0008227662467765466,0
1578,214,0.0008151480407878748,0
894,213,0.000811338937793539,0
534,213,0.000811338937793539,0
1297,212,0.0008075298347992032,0
2601,212,0.0008075298347992032,0
1246,212,0.0008075298347992032,0
615,212,0.0008075298347992032,0
1113,211,0.0008037207318048673,0
517,210,0.0007999116288105314,0
2919,209,0.0007961025258161955,0
1274,209,0.0007961025258161955,0
1185,208,0.0007922934228218597,0
332,208,0.0007922934228218597,0
1915,208,0.0007922934228218597,0
150,207,0.0007884843198275238,0
825,207,0.0007884843198275238,0
952,207,0.0007884843198275238,0
835,205,0.000780866113838852,0
1151,205,0.000780866113838852,0
2314,205,0.000780866113838852,0
2464,204,0.0007770570108445162,0
2600,204,0.0007770570108445162,0
271,203,0.0007732479078501804,0
1660,202,0.0007694388048558445,0
189,202,0.0007694388048558445,0
409,201,0.0007656297018615087,0
1250,200,0.0007618205988671727,0
269,200,0.0007618205988671727,0
1441,199,0.0007580114958728369,0
1555,199,0.0007580114958728369,0
342,199,0.0007580114958728369,0
93,199,0.0007580114958728369,0
187,198,0.000754202392878501,0
797,197,0.0007503932898841652,0
1196,196,0.0007465841868898294,0
602,195,0.0007427750838954934,0
1020,194,0.0007389659809011576,0
584,194,0.0007389659809011576,0
1793,193,0.0007351568779068217,0
1942,193,0.0007351568779068217,0
151,193,0.0007351568779068217,0
2179,190,0.0007237295689238141,0
648,189,0.0007199204659294782,0
1201,189,0.0007199204659294782,0
565,188,0.0007161113629351424,0
35,188,0.0007161113629351424,0
394,188,0.0007161113629351424,0
246,188,0.0007161113629351424,0
1119,187,0.0007123022599408066,0
526,186,0.0007084931569464707,0
1759,186,0.0007084931569464707,0
1299,185,0.0007046840539521348,0
1392,185,0.0007046840539521348,0
677,185,0.0007046840539521348,0
448,185,0.0007046840539521348,0
2142,184,0.0007008749509577989,0
1438,184,0.0007008749509577989,0
143,183,0.0006970658479634631,0
1924,182,0.0006932567449691272,0
1282,180,0.0006856385389804555,0
1268,179,0.0006818294359861196,0
1848,179,0.0006818294359861196,0
1846,179,0.0006818294359861196,0
622,178,0.0006780203329917838,0
410,177,0.0006742112299974479,0
1147,177,0.0006742112299974479,0
1455,177,0.0006742112299974479,0
1306,176,0.0006704021270031121,0
786,176,0.0006704021270031121,0
3086,174,0.0006627839210144403,0
1560,172,0.0006551657150257686,0
174,172,0.0006551657150257686,0
1645,172,0.0006551657150257686,0
1288,172,0.0006551657150257686,0
121,172,0.0006551657150257686,0
1295,171,0.0006513566120314328,0
2768,171,0.0006513566120314328,0
986,171,0.0006513566120314328,0
259,171,0.0006513566120314328,0
520,169,0.000643738406042761,0
574,169,0.000643738406042761,0
1184,167,0.0006361202000540893,0
55,167,0.0006361202000540893,0
254,165,0.0006285019940654175,0
521,165,0.0006285019940654175,0
1374,165,0.0006285019940654175,0
2448,164,0.0006246928910710817,0
445,164,0.0006246928910710817,0
901,164,0.0006246928910710817,0
577,163,0.0006208837880767458,0
