alpha_u,alpha_n,alpha_i,ndcg,avgpop@10,gini@10,cov@10,covn@10,ndcgpassive@10,ndcgneutral@10,ndcgactive@10,ndcgtail@10,ndcgmid@10,ndcghead@10,ndcgtailuser@10,ndcgmiduser@10,ndcgheaduser@10,epochtime
3.0,0.5,6.0,0.0709,2601.3202,0.9957,0.0726,0.0284,0.0669,0.0669,0.1077,0.0004,0.0004,0.0705,0.0719,0.0719,0.062,0.45055365562438965
4.0,0.5,6.0,0.0688,2447.1864,0.9948,0.0824,0.0372,0.0648,0.0648,0.1048,0.0012,0.0012,0.0676,0.0699,0.0699,0.0593,0.5947287082672119
5.0,0.5,6.0,0.0615,1939.3845,0.9928,0.1005,0.0523,0.0578,0.0578,0.0953,0.0032,0.0032,0.0583,0.0624,0.0624,0.0539,0.4510383605957031
6.0,0.5,6.0,0.0392,904.2492,0.9885,0.1147,0.0721,0.0358,0.0358,0.0694,0.0058,0.0058,0.0334,0.0398,0.0398,0.0333,0.45975303649902344
0,0.75,0,0.0703,2722.4528,0.9965,0.0506,0.0178,0.0667,0.0667,0.1026,0.0,0.0,0.0703,0.0711,0.0711,0.0628,0.4235696792602539
1.0,0.75,0,0.0709,2705.8949,0.9964,0.0499,0.0191,0.067,0.067,0.1054,0.0,0.0,0.0708,0.0717,0.0717,0.0631,0.42261409759521484
2.0,0.75,0,0.0717,2678.7335,0.9962,0.0513,0.0218,0.0675,0.0675,0.1094,0.0001,0.0001,0.0715,0.0726,0.0726,0.063,0.4215993881225586
3.0,0.75,0,0.0721,2637.6301,0.9959,0.0594,0.0259,0.0678,0.0678,0.1106,0.0003,0.0003,0.0718,0.0732,0.0732,0.0622,0.42227840423583984
4.0,0.75,0,0.0715,2495.1044,0.9952,0.0638,0.0296,0.0676,0.0676,0.107,0.0013,0.0013,0.0702,0.0725,0.0725,0.0622,0.4219090938568115
5.0,0.75,0,0.0653,2039.1317,0.9933,0.0868,0.0403,0.062,0.062,0.0947,0.0035,0.0035,0.0618,0.0661,0.0661,0.0581,0.422985315322876
6.0,0.75,0,0.0463,1383.6531,0.9908,0.1017,0.0587,0.0444,0.0444,0.0628,0.0057,0.0057,0.0406,0.0469,0.0469,0.0408,0.42298340797424316
0,0.75,1.0,0.0706,2715.6234,0.9964,0.0506,0.0186,0.0668,0.0668,0.1046,0.0,0.0,0.0706,0.0715,0.0715,0.0629,0.4220259189605713
1.0,0.75,1.0,0.0713,2698.8403,0.9963,0.0496,0.0188,0.0673,0.0673,0.1078,0.0,0.0,0.0713,0.0722,0.0722,0.0633,0.42263245582580566
2.0,0.75,1.0,0.0721,2670.1254,0.9962,0.0523,0.0222,0.0679,0.0679,0.1102,0.0001,0.0001,0.072,0.0731,0.0731,0.0632,0.4232630729675293
3.0,0.75,1.0,0.0724,2627.6038,0.9959,0.0589,0.0257,0.0681,0.0681,0.1112,0.0004,0.0004,0.0721,0.0735,0.0735,0.0632,0.4230473041534424
4.0,0.75,1.0,0.0715,2478.7563,0.9951,0.0643,0.0296,0.0676,0.0676,0.1072,0.0014,0.0014,0.0702,0.0724,0.0724,0.0634,0.4228062629699707
5.0,0.75,1.0,0.0639,1984.5359,0.9932,0.0856,0.0408,0.0604,0.0604,0.0948,0.0038,0.0038,0.0601,0.0647,0.0647,0.0567,0.42685890197753906
6.0,0.75,1.0,0.0428,1229.8485,0.9908,0.1012,0.0592,0.0407,0.0407,0.062,0.0059,0.0059,0.0369,0.0433,0.0433,0.0389,0.4235663414001465
0,0.75,2.0,0.0707,2717.6034,0.9964,0.0513,0.0186,0.0669,0.0669,0.1046,0.0,0.0,0.0707,0.0715,0.0715,0.0632,0.5963563919067383
1.0,0.75,2.0,0.0713,2700.9951,0.9963,0.0504,0.0191,0.0673,0.0673,0.1076,0.0,0.0,0.0713,0.0722,0.0722,0.0634,0.559218168258667
2.0,0.75,2.0,0.072,2671.4168,0.9962,0.0518,0.0222,0.0678,0.0678,0.1102,0.0001,0.0001,0.0719,0.073,0.073,0.0636,0.6054847240447998
3.0,0.75,2.0,0.0726,2628.9835,0.9959,0.0589,0.0257,0.0683,0.0683,0.1114,0.0004,0.0004,0.0722,0.0737,0.0737,0.0631,0.763270378112793
4.0,0.75,2.0,0.0712,2480.3481,0.9951,0.0645,0.0291,0.0672,0.0672,0.1071,0.0014,0.0014,0.0699,0.0721,0.0721,0.0631,0.7464377880096436
5.0,0.75,2.0,0.0634,1981.8316,0.9932,0.0853,0.0408,0.0599,0.0599,0.0948,0.0038,0.0038,0.0596,0.0642,0.0642,0.0565,0.42319583892822266
6.0,0.75,2.0,0.0425,1210.7197,0.9908,0.101,0.0584,0.0403,0.0403,0.062,0.006,0.006,0.0365,0.043,0.043,0.0382,1.051093578338623
0,0.75,3.0,0.0707,2718.2126,0.9964,0.0513,0.0183,0.0669,0.0669,0.1046,0.0,0.0,0.0707,0.0715,0.0715,0.0634,0.6997389793395996
1.0,0.75,3.0,0.0713,2701.6647,0.9963,0.0506,0.0191,0.0672,0.0672,0.1076,0.0,0.0,0.0712,0.0721,0.0721,0.0637,0.7578818798065186
2.0,0.75,3.0,0.0722,2671.9537,0.9962,0.0521,0.022,0.068,0.068,0.1102,0.0001,0.0001,0.0721,0.0731,0.0731,0.0639,0.7095577716827393
3.0,0.75,3.0,0.0725,2629.7904,0.9959,0.0587,0.0254,0.0682,0.0682,0.1114,0.0004,0.0004,0.0722,0.0736,0.0736,0.063,1.1844878196716309
4.0,0.75,3.0,0.0712,2480.7524,0.9951,0.0655,0.0293,0.0672,0.0672,0.1071,0.0014,0.0014,0.0698,0.0721,0.0721,0.0629,0.53070068359375
5.0,0.75,3.0,0.0634,1982.0145,0.9932,0.0853,0.0408,0.0599,0.0599,0.0948,0.0038,0.0038,0.0596,0.0642,0.0642,0.0564,0.5737602710723877
6.0,0.75,3.0,0.0424,1210.1536,0.9908,0.101,0.0579,0.0403,0.0403,0.062,0.006,0.006,0.0365,0.0429,0.0429,0.0381,0.423321008682251
0,0.75,4.0,0.0707,2718.5897,0.9964,0.0513,0.0183,0.067,0.067,0.1046,0.0,0.0,0.0707,0.0715,0.0715,0.0634,0.4245333671569824
1.0,0.75,4.0,0.0713,2702.029,0.9963,0.0509,0.0191,0.0673,0.0673,0.1076,0.0,0.0,0.0713,0.0722,0.0722,0.0637,0.423511266708374
2.0,0.75,4.0,0.0722,2672.4071,0.9962,0.0521,0.022,0.068,0.068,0.1102,0.0001,0.0001,0.0721,0.0731,0.0731,0.0639,0.42531347274780273
3.0,0.75,4.0,0.0725,2630.1844,0.9959,0.0587,0.0254,0.0682,0.0682,0.1114,0.0004,0.0004,0.0722,0.0736,0.0736,0.063,0.4235057830810547
4.0,0.75,4.0,0.0712,2481.0074,0.9951,0.0655,0.0293,0.0672,0.0672,0.1071,0.0014,0.0014,0.0698,0.0721,0.0721,0.0629,0.4233403205871582
5.0,0.75,4.0,0.0634,1982.1043,0.9933,0.0853,0.0406,0.0599,0.0599,0.0948,0.0038,0.0038,0.0596,0.0642,0.0642,0.0564,0.4219038486480713
6.0,0.75,4.0,0.0424,1210.0792,0.9908,0.101,0.0579,0.0403,0.0403,0.062,0.006,0.006,0.0365,0.0429,0.0429,0.0381,0.42193055152893066
0,0.75,5.0,0.0707,2718.6923,0.9964,0.0513,0.0183,0.067,0.067,0.1046,0.0,0.0,0.0707,0.0715,0.0715,0.0633,0.4218142032623291
1.0,0.75,5.0,0.0713,2702.0688,0.9963,0.0509,0.0191,0.0673,0.0673,0.1076,0.0,0.0,0.0713,0.0722,0.0722,0.0639,0.42328906059265137
2.0,0.75,5.0,0.0722,2672.5185,0.9962,0.0521,0.022,0.068,0.068,0.1102,0.0001,0.0001,0.0721,0.0731,0.0731,0.064,0.42252540588378906
3.0,0.75,5.0,0.0725,2630.2555,0.9959,0.0587,0.0254,0.0682,0.0682,0.1114,0.0004,0.0004,0.0722,0.0736,0.0736,0.063,0.42282700538635254
4.0,0.75,5.0,0.0712,2481.0862,0.9951,0.0655,0.0293,0.0672,0.0672,0.1071,0.0014,0.0014,0.0698,0.0721,0.0721,0.0629,0.42179155349731445
5.0,0.75,5.0,0.0634,1982.1118,0.9933,0.0853,0.0406,0.0599,0.0599,0.0948,0.0038,0.0038,0.0596,0.0642,0.0642,0.0564,0.42263078689575195
6.0,0.75,5.0,0.0424,1210.0768,0.9908,0.101,0.0579,0.0403,0.0403,0.062,0.006,0.006,0.0365,0.0429,0.0429,0.0381,0.4228944778442383
0,0.75,6.0,0.0707,2718.7281,0.9964,0.0513,0.0183,0.067,0.067,0.1046,0.0,0.0,0.0707,0.0715,0.0715,0.0633,0.4230794906616211
1.0,0.75,6.0,0.0713,2702.0655,0.9963,0.0509,0.0191,0.0673,0.0673,0.1076,0.0,0.0,0.0713,0.0722,0.0722,0.0639,0.42332005500793457
2.0,0.75,6.0,0.0722,2672.5274,0.9962,0.0521,0.022,0.068,0.068,0.1102,0.0001,0.0001,0.0721,0.0731,0.0731,0.064,0.42443370819091797
3.0,0.75,6.0,0.0725,2630.2787,0.9959,0.0587,0.0254,0.0682,0.0682,0.1114,0.0004,0.0004,0.0722,0.0736,0.0736,0.063,0.4227015972137451
4.0,0.75,6.0,0.0712,2481.0906,0.9951,0.0655,0.0293,0.0672,0.0672,0.1071,0.0014,0.0014,0.0698,0.0721,0.0721,0.0629,0.42633962631225586
5.0,0.75,6.0,0.0634,1982.1118,0.9933,0.0853,0.0406,0.0599,0.0599,0.0948,0.0038,0.0038,0.0596,0.0642,0.0642,0.0564,0.4260122776031494
6.0,0.75,6.0,0.0424,1210.0768,0.9908,0.101,0.0579,0.0403,0.0403,0.062,0.006,0.006,0.0365,0.0429,0.0429,0.0381,0.42334985733032227
0,1,0,0.0703,2722.4528,0.9965,0.0506,0.0178,0.0667,0.0667,0.1026,0.0,0.0,0.0703,0.0711,0.0711,0.0628,0.40150928497314453
1.0,1,0,0.07,2720.9425,0.9964,0.0501,0.0186,0.0663,0.0663,0.1027,0.0,0.0,0.07,0.0708,0.0708,0.0627,0.40106701850891113
2.0,1,0,0.0698,2714.0706,0.9963,0.0496,0.0222,0.0663,0.0663,0.1014,0.0,0.0,0.0698,0.0706,0.0706,0.0623,0.4007718563079834
3.0,1,0,0.0698,2693.7197,0.9961,0.0619,0.0252,0.0661,0.0661,0.1022,0.0001,0.0001,0.0696,0.0706,0.0706,0.0619,0.3989837169647217
4.0,1,0,0.0695,2595.9978,0.9955,0.0707,0.0291,0.066,0.066,0.1014,0.0008,0.0008,0.0687,0.0703,0.0703,0.0625,0.4008190631866455
5.0,1,0,0.0633,2245.6352,0.9935,0.0941,0.0455,0.0603,0.0603,0.0897,0.0027,0.0027,0.0605,0.0638,0.0638,0.058,0.40009617805480957
6.0,1,0,0.04,1485.7491,0.9901,0.1142,0.0623,0.0395,0.0395,0.0447,0.0045,0.0045,0.0356,0.0403,0.0403,0.038,0.4009895324707031
0,1,1.0,0.0703,2717.099,0.9964,0.0501,0.0181,0.0666,0.0666,0.1042,0.0,0.0,0.0703,0.0713,0.0713,0.0617,0.40003252029418945
1.0,1,1.0,0.0701,2715.642,0.9964,0.0501,0.0186,0.0663,0.0663,0.1043,0.0,0.0,0.0701,0.0711,0.0711,0.0617,0.40210819244384766
2.0,1,1.0,0.07,2708.8328,0.9963,0.0491,0.0222,0.0663,0.0663,0.1034,0.0,0.0,0.07,0.071,0.071,0.0616,0.3997163772583008
3.0,1,1.0,0.07,2689.2638,0.9961,0.0614,0.0249,0.0663,0.0663,0.1035,0.0001,0.0001,0.0699,0.0709,0.0709,0.0622,0.40088772773742676
4.0,1,1.0,0.0696,2592.1945,0.9954,0.0704,0.0293,0.066,0.066,0.1018,0.0008,0.0008,0.0688,0.0704,0.0704,0.0623,0.3993220329284668
5.0,1,1.0,0.0623,2231.3165,0.9934,0.0941,0.0462,0.0593,0.0593,0.089,0.0028,0.0028,0.0595,0.0629,0.0629,0.0562,0.4000275135040283
6.0,1,1.0,0.0382,1399.3937,0.99,0.1149,0.0614,0.0376,0.0376,0.044,0.0045,0.0045,0.0337,0.0384,0.0384,0.0365,0.4001595973968506
0,1,2.0,0.0703,2717.7934,0.9964,0.0501,0.0181,0.0666,0.0666,0.1042,0.0,0.0,0.0703,0.0713,0.0713,0.062,0.39946436882019043
1.0,1,2.0,0.0701,2716.4032,0.9964,0.0504,0.0186,0.0663,0.0663,0.1041,0.0,0.0,0.0701,0.071,0.071,0.0621,0.4001338481903076
2.0,1,2.0,0.0699,2709.0839,0.9963,0.0499,0.0222,0.0661,0.0661,0.1034,0.0,0.0,0.0698,0.0708,0.0708,0.0617,0.4000859260559082
3.0,1,2.0,0.0698,2689.7446,0.9961,0.0611,0.0252,0.0661,0.0661,0.1035,0.0001,0.0001,0.0697,0.0707,0.0707,0.0622,0.39899611473083496
4.0,1,2.0,0.0694,2593.144,0.9954,0.0702,0.0296,0.0658,0.0658,0.1018,0.0008,0.0008,0.0686,0.0702,0.0702,0.0621,0.399517297744751
5.0,1,2.0,0.0621,2230.7508,0.9935,0.0944,0.046,0.0591,0.0591,0.089,0.0028,0.0028,0.0593,0.0628,0.0628,0.0557,0.40082311630249023
6.0,1,2.0,0.038,1391.6262,0.99,0.1142,0.0609,0.0373,0.0373,0.044,0.0045,0.0045,0.0335,0.0382,0.0382,0.0363,0.4022841453552246
0,1,3.0,0.0703,2718.1389,0.9964,0.0501,0.0181,0.0666,0.0666,0.1042,0.0,0.0,0.0703,0.0712,0.0712,0.062,0.4004678726196289
1.0,1,3.0,0.0701,2716.8486,0.9964,0.0504,0.0186,0.0664,0.0664,0.1041,0.0,0.0,0.0701,0.071,0.071,0.0621,0.4031229019165039
2.0,1,3.0,0.0699,2709.6235,0.9963,0.0499,0.0222,0.0661,0.0661,0.1034,0.0,0.0,0.0698,0.0708,0.0708,0.0616,0.4001169204711914
3.0,1,3.0,0.0699,2690.0771,0.9961,0.0611,0.0252,0.0661,0.0661,0.1035,0.0001,0.0001,0.0698,0.0707,0.0707,0.0622,0.40047478675842285
4.0,1,3.0,0.0694,2593.5979,0.9954,0.0699,0.0296,0.0658,0.0658,0.1018,0.0008,0.0008,0.0685,0.0702,0.0702,0.0622,0.40017271041870117
5.0,1,3.0,0.0621,2230.9744,0.9935,0.0944,0.046,0.0591,0.0591,0.089,0.0028,0.0028,0.0594,0.0628,0.0628,0.0557,0.39916539192199707
6.0,1,3.0,0.038,1391.1867,0.99,0.1142,0.0609,0.0373,0.0373,0.044,0.0045,0.0045,0.0335,0.0382,0.0382,0.0361,0.40050721168518066
0,1,4.0,0.0703,2718.3986,0.9964,0.0501,0.0181,0.0666,0.0666,0.1042,0.0,0.0,0.0703,0.0713,0.0713,0.062,0.3993525505065918
1.0,1,4.0,0.0702,2717.0793,0.9964,0.0504,0.0186,0.0664,0.0664,0.1041,0.0,0.0,0.0702,0.0711,0.0711,0.0621,0.40021705627441406
2.0,1,4.0,0.0699,2709.8502,0.9963,0.0499,0.0222,0.0661,0.0661,0.1034,0.0,0.0,0.0698,0.0708,0.0708,0.0616,0.40028810501098633
3.0,1,4.0,0.0699,2690.5163,0.9961,0.0611,0.0252,0.0661,0.0661,0.1035,0.0001,0.0001,0.0698,0.0707,0.0707,0.0622,0.4000065326690674
4.0,1,4.0,0.0694,2594.1251,0.9954,0.0702,0.0296,0.0658,0.0658,0.1018,0.0008,0.0008,0.0686,0.0702,0.0702,0.0622,0.39930295944213867
5.0,1,4.0,0.0621,2231.0887,0.9935,0.0944,0.046,0.0591,0.0591,0.089,0.0028,0.0028,0.0594,0.0628,0.0628,0.0557,0.40066957473754883
6.0,1,4.0,0.038,1391.1547,0.99,0.1142,0.0609,0.0373,0.0373,0.044,0.0045,0.0045,0.0335,0.0382,0.0382,0.0361,0.40101146697998047
0,1,5.0,0.0703,2718.4378,0.9964,0.0501,0.0181,0.0666,0.0666,0.1042,0.0,0.0,0.0703,0.0713,0.0713,0.062,0.3992190361022949
1.0,1,5.0,0.0702,2717.1097,0.9964,0.0504,0.0186,0.0664,0.0664,0.1041,0.0,0.0,0.0702,0.0711,0.0711,0.0621,0.3999764919281006
2.0,1,5.0,0.0699,2709.8723,0.9963,0.0499,0.0222,0.0661,0.0661,0.1034,0.0,0.0,0.0698,0.0708,0.0708,0.0616,0.4007859230041504
3.0,1,5.0,0.0699,2690.6119,0.9961,0.0611,0.0252,0.0661,0.0661,0.1035,0.0001,0.0001,0.0698,0.0707,0.0707,0.0622,0.4006385803222656
4.0,1,5.0,0.0694,2594.1802,0.9954,0.0702,0.0296,0.0658,0.0658,0.1018,0.0008,0.0008,0.0686,0.0702,0.0702,0.0622,0.39986515045166016
5.0,1,5.0,0.0621,2231.0887,0.9935,0.0944,0.046,0.0591,0.0591,0.089,0.0028,0.0028,0.0594,0.0628,0.0628,0.0557,0.3992908000946045
6.0,1,5.0,0.038,1391.1547,0.99,0.1142,0.0609,0.0373,0.0373,0.044,0.0045,0.0045,0.0335,0.0382,0.0382,0.0361,0.39955663681030273
0,1,6.0,0.0703,2718.4244,0.9964,0.0501,0.0181,0.0666,0.0666,0.1042,0.0,0.0,0.0703,0.0713,0.0713,0.062,0.40123534202575684
1.0,1,6.0,0.0702,2717.1001,0.9964,0.0506,0.0186,0.0664,0.0664,0.1041,0.0,0.0,0.0702,0.0711,0.0711,0.0621,0.3993041515350342
2.0,1,6.0,0.0699,2709.8722,0.9963,0.0499,0.0222,0.0661,0.0661,0.1034,0.0,0.0,0.0698,0.0708,0.0708,0.0616,0.39983034133911133
3.0,1,6.0,0.0699,2690.6067,0.9961,0.0611,0.0252,0.0661,0.0661,0.1035,0.0001,0.0001,0.0698,0.0707,0.0707,0.0622,0.39986205101013184
4.0,1,6.0,0.0694,2594.1802,0.9954,0.0702,0.0296,0.0658,0.0658,0.1018,0.0008,0.0008,0.0686,0.0702,0.0702,0.0622,0.4008634090423584
5.0,1,6.0,0.0621,2231.0887,0.9935,0.0944,0.046,0.0591,0.0591,0.089,0.0028,0.0028,0.0594,0.0628,0.0628,0.0557,0.3997931480407715
6.0,1,6.0,0.038,1391.1547,0.99,0.1142,0.0609,0.0373,0.0373,0.044,0.0045,0.0045,0.0335,0.0382,0.0382,0.0361,0.4012598991394043
