item_id:token,interaction_count,pop_score,popularity_label
113,7473,0.056517300056721495,1
64,5182,0.03919077330308187,1
194,2896,0.021902060881073927,1
519,2677,0.020245793155605974,1
71,2182,0.016502174324068822,1
165,2154,0.016290414066931366,1
456,2050,0.015503875968992248,1
195,2004,0.015155984117980715,1
756,1983,0.014997163925127623,1
418,1865,0.014104745698619777,1
185,1771,0.013393836263944034,1
59,1765,0.013348459065986008,1
196,1721,0.013015692947627151,1
142,1662,0.012569483834373228,1
222,1455,0.011003970504821327,1
193,1437,0.01086783891094725,1
219,1371,0.010368689733408962,1
141,1343,0.010156929476271507,1
127,1201,0.009083002457931555,1
830,1175,0.008886367933446776,1
70,1078,0.008152769899792021,1
828,1034,0.007820003781433164,1
325,1020,0.007714123652864436,1
84,1015,0.007676309321232747,1
424,978,0.007396483267158253,1
318,952,0.007199848742673473,1
98,847,0.006405747778408017,1
520,835,0.006314993382491965,1
211,823,0.006224238986575912,1
207,816,0.006171298922291548,1
119,793,0.005997352996785782,1
39,787,0.005951975798827756,1
164,770,0.005823407071280015,1
538,760,0.005747778408016638,1
216,755,0.00570996407638495,1
37,734,0.0055511438835318585,1
310,712,0.00538476082435243,1
170,700,0.005294006428436377,1
1,680,0.005142749101909623,1
36,661,0.004999054641709208,1
674,632,0.004779731518245415,1
137,628,0.004749480052940064,1
187,626,0.004734354320287389,1
311,572,0.004325959538665154,1
31,556,0.004204953677443751,1
816,550,0.004159576479485725,1
755,543,0.0041066364152013615,1
188,542,0.0040990735488750235,1
155,541,0.0040915106825486856,1
51,516,0.003902439024390244,1
831,513,0.003879750425411231,1
489,498,0.0037663074305161657,1
547,497,0.0037587445641898277,1
841,486,0.0036755530346001134,1
832,462,0.0034940442427680092,1
668,420,0.0031764038570618264,1
354,416,0.0031461523917564755,1
829,415,0.003138589525430138,1
292,413,0.0031234637927774625,1
115,402,0.003040272263187748,1
150,395,0.0029873321989033843,1
845,394,0.002979769332577047,1
429,388,0.0029343921346190204,1
220,387,0.002926829268292683,1
552,380,0.002873889204008319,1
260,370,0.002798260540744942,1
331,369,0.0027906976744186047,1
479,365,0.002760446209113254,1
842,360,0.0027226318774815654,1
400,351,0.0026545660805445265,1
212,351,0.0026545660805445265,1
699,347,0.0026243146152391756,1
510,345,0.0026091888825865,1
364,345,0.0026091888825865,1
414,341,0.0025789374172811496,1
320,329,0.0024881830213650973,1
553,327,0.002473057288712422,1
435,326,0.0024654944223860844,1
302,316,0.0023898657591227075,1
268,312,0.0023596142938173566,1
737,308,0.002329362828512006,1
139,306,0.0023142370958593307,1
825,298,0.0022537341652486293,1
267,295,0.0022310455662696163,1
430,294,0.0022234826999432784,1
321,294,0.0022234826999432784,1
543,293,0.002215919833616941,1
175,288,0.0021781055019852525,1
275,286,0.002162979769332577,1
527,285,0.0021554169030062395,1
319,284,0.0021478540366799016,1
575,284,0.0021478540366799016,1
326,280,0.002117602571374551,1
136,278,0.0021024768387218756,1
226,263,0.0019890338438268104,1
173,263,0.0019890338438268104,1
258,262,0.001981470977500473,1
859,261,0.001973908111174135,1
749,259,0.0019587823785214595,1
121,255,0.001928530913216109,1
314,251,0.001898279447910758,1
405,250,0.0018907165815844206,1
259,244,0.0018453393836263944,1
820,242,0.001830213650973719,1
284,237,0.0017923993193420305,1
145,236,0.001784836453015693,1
812,232,0.0017545849877103421,1
312,230,0.0017394592550576669,1
118,223,0.001686519190773303,1
817,221,0.0016713934581206278,1
46,221,0.0016713934581206278,1
516,221,0.0016713934581206278,1
227,220,0.00166383059179429,1
168,220,0.00166383059179429,1
81,218,0.0016487048591416146,1
209,217,0.001641141992815277,1
677,217,0.001641141992815277,1
133,217,0.001641141992815277,1
190,217,0.001641141992815277,1
34,216,0.0016335791264889394,1
174,214,0.001618453393836264,1
434,214,0.001618453393836264,1
515,211,0.001595764794857251,1
570,211,0.001595764794857251,1
291,210,0.0015882019285309132,1
415,210,0.0015882019285309132,1
166,208,0.0015730761958782377,1
770,207,0.0015655133295519002,1
104,205,0.0015503875968992248,1
722,203,0.0015352618642465495,1
773,202,0.0015276989979202118,1
840,202,0.0015276989979202118,1
61,200,0.0015125732652675364,1
632,199,0.0015050103989411986,1
546,199,0.0015050103989411986,1
408,198,0.0014974475326148611,1
647,198,0.0014974475326148611,1
727,198,0.0014974475326148611,1
629,198,0.0014974475326148611,1
189,197,0.0014898846662885234,1
82,196,0.0014823217999621857,1
285,195,0.001474758933635848,1
315,192,0.001452070334656835,1
146,189,0.0014293817356778218,1
261,189,0.0014293817356778218,1
670,188,0.0014218188693514843,1
280,186,0.0014066931366988088,1
253,186,0.0014066931366988088,1
116,186,0.0014066931366988088,1
750,183,0.0013840045377197959,1
274,181,0.0013688788050671204,1
80,181,0.0013688788050671204,1
379,174,0.0013159387407827568,1
848,174,0.0013159387407827568,0
184,174,0.0013159387407827568,0
210,174,0.0013159387407827568,0
824,173,0.001308375874456419,0
801,173,0.001308375874456419,0
565,172,0.0013008130081300813,0
381,171,0.0012932501418037436,0
480,170,0.0012856872754774058,0
818,170,0.0012856872754774058,0
852,169,0.0012781244091510683,0
225,166,0.0012554358101720552,0
718,165,0.0012478729438457174,0
90,163,0.0012327472111930422,0
138,162,0.0012251843448667045,0
723,162,0.0012251843448667045,0
571,161,0.0012176214785403667,0
679,158,0.0011949328795613538,0
422,157,0.001187370013235016,0
555,156,0.0011798071469086783,0
27,155,0.0011722442805823408,0
217,152,0.0011495556816033276,0
73,151,0.00114199281527699,0
22,150,0.0011344299489506524,0
356,150,0.0011344299489506524,0
241,149,0.0011268670826243147,0
709,148,0.001119304216297977,0
307,146,0.0011041784836453015,0
244,146,0.0011041784836453015,0
78,144,0.0010890527509926262,0
476,144,0.0010890527509926262,0
62,144,0.0010890527509926262,0
363,143,0.0010814898846662885,0
566,143,0.0010814898846662885,0
248,143,0.0010814898846662885,0
57,140,0.0010588012856872755,0
805,137,0.0010361126867082624,0
774,137,0.0010361126867082624,0
662,137,0.0010361126867082624,0
83,137,0.0010361126867082624,0
579,136,0.0010285498203819248,0
556,136,0.0010285498203819248,0
391,136,0.0010285498203819248,0
130,135,0.0010209869540555871,0
470,135,0.0010209869540555871,0
107,135,0.0010209869540555871,0
669,134,0.0010134240877292494,0
206,133,0.0010058612214029117,0
359,133,0.0010058612214029117,0
401,133,0.0010058612214029117,0
324,131,0.0009907354887502364,0
87,130,0.0009831726224238987,0
238,130,0.0009831726224238987,0
781,128,0.0009680468897712232,0
813,128,0.0009680468897712232,0
421,126,0.0009529211571185479,0
821,124,0.0009377954244658726,0
265,123,0.0009302325581395349,0
729,121,0.0009151068254868595,0
297,121,0.0009151068254868595,0
609,121,0.0009151068254868595,0
223,121,0.0009151068254868595,0
197,121,0.0009151068254868595,0
171,121,0.0009151068254868595,0
536,121,0.0009151068254868595,0
287,120,0.0009075439591605219,0
153,120,0.0009075439591605219,0
192,119,0.0008999810928341841,0
498,119,0.0008999810928341841,0
251,118,0.0008924182265078465,0
745,117,0.0008848553601815088,0
97,117,0.0008848553601815088,0
135,116,0.0008772924938551711,0
169,116,0.0008772924938551711,0
21,115,0.0008697296275288334,0
508,114,0.0008621667612024957,0
675,113,0.0008546038948761581,0
810,113,0.0008546038948761581,0
10,113,0.0008546038948761581,0
