item_id,paired_id
0,0
1,1187
2,2
3,761
4,869
5,869
6,869
7,7
8,743
9,9
10,10
11,663
12,761
13,13
14,14
15,1531
16,1531
17,17
18,18
19,19
20,1531
21,1101
22,1531
23,992
24,663
25,1531
26,1531
27,152
28,835
29,161
30,1531
31,1183
32,761
33,835
34,1113
35,839
36,1187
37,420
38,316
39,156
40,1531
41,761
42,663
43,1531
44,1531
45,761
46,339
47,1531
48,1531
49,761
50,761
51,154
52,761
53,1531
54,54
55,55
56,1531
57,1190
58,761
59,154
60,992
61,1216
62,994
63,835
64,252
65,663
66,1531
67,835
68,835
69,994
70,1187
71,420
72,72
73,1053
74,74
75,663
76,761
77,1164
78,316
79,663
80,663
81,152
82,1006
83,83
84,154
85,761
86,663
87,179
88,746
89,1029
90,839
91,91
92,663
93,93
94,94
95,869
96,1087
97,731
98,420
99,1531
100,1531
101,663
102,992
103,663
104,992
105,1531
106,761
107,663
108,663
109,1531
110,1164
111,490
112,1164
113,13
114,663
115,420
116,663
117,761
118,1183
119,1020
120,1164
121,663
122,663
123,663
124,869
125,761
126,761
127,91
128,663
129,663
130,992
131,761
132,663
133,992
134,761
135,663
136,74
137,13
138,179
139,179
140,1447
141,1175
142,17
143,761
144,802
145,663
146,204
147,1531
148,148
149,149
150,989
151,663
152,152
153,663
154,154
155,697
156,156
157,761
158,158
159,697
160,1531
161,161
162,761
163,761
164,493
165,215
166,663
167,1012
168,1011
169,1011
170,1011
171,1011
172,721
173,1403
174,1011
175,1238
176,286
177,1006
178,179
179,179
180,179
181,1087
182,761
183,183
184,562
185,339
186,186
187,204
188,1038
189,1531
190,802
191,1238
192,1238
193,713
194,1078
195,1078
196,1078
197,1038
198,1245
199,1238
200,1164
201,869
202,202
203,1087
204,204
205,1531
206,663
207,1187
208,523
209,589
210,663
211,1175
212,215
213,761
214,316
215,215
216,342
217,562
218,761
219,230
220,1021
221,523
222,204
223,223
224,663
225,761
226,204
227,663
228,1531
229,462
230,230
231,761
232,761
233,1434
234,702
235,835
236,761
237,663
238,835
239,994
240,584
241,1531
242,870
243,663
244,989
245,245
246,761
247,663
248,493
249,663
250,761
251,186
252,252
253,1190
254,562
255,255
256,256
257,257
258,1332
259,1238
260,1371
261,582
262,577
263,183
264,1238
265,1248
266,1238
267,586
268,1307
269,202
270,286
271,1301
272,1531
273,1075
274,1238
275,586
276,1248
277,1238
278,802
279,1238
280,1238
281,1248
282,1248
283,283
284,202
285,1238
286,286
287,1301
288,1238
289,1053
290,1164
291,1301
292,230
293,1248
294,1012
295,283
296,1301
297,1012
298,1248
299,1339
300,1075
301,1357
302,183
303,663
304,1248
305,1357
306,1357
307,1012
308,1441
309,183
310,1357
311,1113
312,1113
313,1531
314,316
315,663
316,316
317,317
318,1542
319,1130
320,835
321,334
322,1187
323,1187
324,1113
325,334
326,1392
327,761
328,761
329,329
330,330
331,731
332,663
333,663
334,334
335,992
336,663
337,663
338,1531
339,339
340,1531
341,215
342,342
343,761
344,462
345,523
346,761
347,347
348,663
349,161
350,663
351,761
352,1531
353,1337
354,183
355,761
356,286
357,1386
358,1113
359,761
360,1029
361,663
362,1075
363,1021
364,581
365,1301
366,802
367,761
368,761
369,1531
370,663
371,663
372,1531
373,761
